case_id,diagnosis,strategy,noise_rate,seed,turn_index,chosen_action,report_index,evidence_code,gain_hat,harm_hat,net_value,verification_cost,passed_gain_gate,passed_harm_gate,v_bayes_verify,heuristic_verify_utility,retrieval_impact,error_prob_times_impact,error_probability,diagnostic_influence,best_asknew_eig,best_asknew_v_bayes,selected,realized_correct_to_wrong,realized_wrong_to_correct
43637,Acute rhinosinusitis,learned_worthiness_no_rag,0.3,2028,7,new,3,E_41,0.001949,0.088185,-0.028051,0.03,False,True,-0.020368,0.053508,0.0,0.0,0.025566,0.296813,0.29842,0.05116,0,,
43637,Acute rhinosinusitis,learned_worthiness_no_rag,0.3,2028,7,new,5,E_124,0.018069,0.023725,-0.011931,0.03,False,True,-0.029727,0.049637,0.0,0.0,0.020689,0.288832,0.29842,0.05116,0,,
43637,Acute rhinosinusitis,learned_worthiness_no_rag,0.3,2028,7,new,1,E_58,0.003319,0.000193,-0.026681,0.03,False,True,-0.032031,0.012278,0.0,0.0,0.026508,0.146512,0.29842,0.05116,0,,
43637,Acute rhinosinusitis,learned_worthiness_no_rag,0.3,2028,7,new,6,E_77,0.001179,0.000228,-0.028821,0.03,False,True,-0.023684,0.03189,0.0,0.0,0.016795,0.227362,0.29842,0.05116,0,,
43637,Acute rhinosinusitis,learned_worthiness_no_rag,0.3,2028,7,new,4,E_56,0.004058,0.000787,-0.025942,0.03,False,True,-0.030113,-0.00156,0.0,0.0,0.025739,0.096883,0.29842,0.05116,0,,
43637,Acute rhinosinusitis,learned_worthiness_no_rag,0.3,2028,7,new,2,E_129,0.00385,0.000155,-0.02615,0.03,False,True,-0.027899,0.02467,0.0,0.0,0.011278,0.205828,0.29842,0.05116,0,,
43637,Acute rhinosinusitis,learned_worthiness_no_rag,0.3,2028,7,new,0,E_53,0.001316,0.000105,-0.028684,0.03,False,True,-0.027443,-0.029637,0.0,0.0,0.000122,0.001379,0.29842,0.05116,0,,
43637,Acute rhinosinusitis,learned_worthiness_no_rag,0.3,2028,8,new,3,E_41,0.000776,0.095638,-0.029224,0.03,False,True,-0.01782,0.058964,0.0,0.0,0.030343,0.310346,0.269504,0.018688,0,,
43637,Acute rhinosinusitis,learned_worthiness_no_rag,0.3,2028,8,new,5,E_124,0.009319,0.107736,-0.020681,0.03,False,True,-0.029445,0.057614,0.0,0.0,0.024569,0.313035,0.269504,0.018688,0,,
43637,Acute rhinosinusitis,learned_worthiness_no_rag,0.3,2028,8,new,6,E_77,-0.008139,0.025481,-0.038139,0.03,False,True,-0.021943,0.036958,0.0,0.0,0.019955,0.242805,0.269504,0.018688,0,,
43637,Acute rhinosinusitis,learned_worthiness_no_rag,0.3,2028,8,new,1,E_58,-0.002182,0.000618,-0.032182,0.03,False,True,-0.033196,0.019344,0.0,0.0,0.02695,0.171712,0.269504,0.018688,0,,
43637,Acute rhinosinusitis,learned_worthiness_no_rag,0.3,2028,8,new,2,E_129,0.003061,0.000361,-0.026939,0.03,False,True,-0.027387,0.032486,0.0,0.0,0.013409,0.233323,0.269504,0.018688,0,,
43637,Acute rhinosinusitis,learned_worthiness_no_rag,0.3,2028,8,new,4,E_56,0.004744,0.000944,-0.025256,0.03,False,True,-0.03038,0.002398,0.0,0.0,0.026044,0.111057,0.269504,0.018688,0,,
43637,Acute rhinosinusitis,learned_worthiness_no_rag,0.3,2028,8,new,7,E_212,0.003615,0.000288,-0.026385,0.03,False,True,-0.028427,0.010561,0.0,0.0,0.007853,0.154736,0.269504,0.018688,0,,
43637,Acute rhinosinusitis,learned_worthiness_no_rag,0.3,2028,8,new,0,E_53,0.002003,0.000142,-0.027997,0.03,False,True,-0.027471,-0.029611,0.0,0.0,0.00014,0.001476,0.269504,0.018688,0,,
43637,Acute rhinosinusitis,learned_worthiness_no_rag,0.3,2028,9,new,5,E_124,-0.016846,0.005421,-0.046846,0.03,False,True,-0.030009,0.067456,0.0,0.0,0.030742,0.340082,0.281781,0.022456,0,,
43637,Acute rhinosinusitis,learned_worthiness_no_rag,0.3,2028,9,new,6,E_77,0.018408,0.001755,-0.011592,0.03,False,True,-0.019915,0.046502,0.0,0.0,0.021448,0.276323,0.281781,0.022456,0,,
43637,Acute rhinosinusitis,learned_worthiness_no_rag,0.3,2028,9,new,1,E_58,-0.010809,0.003945,-0.040809,0.03,False,True,-0.035656,0.030214,0.0,0.0,0.027692,0.210258,0.281781,0.022456,0,,
43637,Acute rhinosinusitis,learned_worthiness_no_rag,0.3,2028,9,new,2,E_129,-0.012635,0.000284,-0.042635,0.03,False,True,-0.027144,0.043751,0.0,0.0,0.01681,0.271803,0.281781,0.022456,0,,
43637,Acute rhinosinusitis,learned_worthiness_no_rag,0.3,2028,9,new,4,E_56,0.002639,0.000331,-0.027361,0.03,False,True,-0.03159,0.009559,0.0,0.0,0.026616,0.136607,0.281781,0.022456,0,,
43637,Acute rhinosinusitis,learned_worthiness_no_rag,0.3,2028,9,new,3,E_41,-0.002859,0.000828,-0.032859,0.03,False,True,-0.02947,0.027852,0.0,0.0,0.013221,0.215931,0.281781,0.022456,0,,
43637,Acute rhinosinusitis,learned_worthiness_no_rag,0.3,2028,9,new,8,E_48,-0.002976,0.000185,-0.032976,0.03,False,True,-0.030672,0.017046,0.0,0.0,0.010545,0.177327,0.281781,0.022456,0,,
43637,Acute rhinosinusitis,learned_worthiness_no_rag,0.3,2028,9,new,7,E_212,0.000736,4.4e-05,-0.029264,0.03,False,True,-0.029485,-0.007287,0.0,0.0,0.004057,0.087902,0.281781,0.022456,0,,
43637,Acute rhinosinusitis,learned_worthiness_no_rag,0.3,2028,9,new,0,E_53,0.000637,9.2e-05,-0.029363,0.03,False,True,-0.027569,-0.02956,0.0,0.0,0.000154,0.001674,0.281781,0.022456,0,,
43637,Acute rhinosinusitis,learned_worthiness_no_rag,0.3,2028,10,verify,9,E_79,0.041313,0.131492,0.011313,0.03,True,True,-0.024188,0.107741,0.0,0.0,0.067404,0.422741,0.313482,0.020894,0,,
43637,Acute rhinosinusitis,learned_worthiness_no_rag,0.3,2028,10,verify,5,E_124,0.02755,0.035085,-0.00245,0.03,False,True,-0.016794,0.083566,0.0,0.0,0.056765,0.359954,0.313482,0.020894,0,,
43637,Acute rhinosinusitis,learned_worthiness_no_rag,0.3,2028,10,verify,1,E_58,0.063803,0.018171,0.033803,0.03,True,True,-0.027321,0.074754,0.0,0.0,0.039172,0.354007,0.313482,0.020894,1,0,0
43637,Acute rhinosinusitis,learned_worthiness_no_rag,0.3,2028,10,verify,2,E_129,0.047788,0.115243,0.017788,0.03,True,True,-0.009634,0.081896,0.0,0.0,0.032922,0.38812,0.313482,0.020894,0,,
43637,Acute rhinosinusitis,learned_worthiness_no_rag,0.3,2028,10,verify,6,E_77,0.059862,0.019862,0.029862,0.03,True,True,-0.003535,0.062331,0.0,0.0,0.033457,0.318273,0.313482,0.020894,0,,
43637,Acute rhinosinusitis,learned_worthiness_no_rag,0.3,2028,10,verify,3,E_41,0.046121,0.004432,0.016121,0.03,True,True,-0.02341,0.047488,0.0,0.0,0.021307,0.28013,0.313482,0.020894,0,,
43637,Acute rhinosinusitis,learned_worthiness_no_rag,0.3,2028,10,verify,8,E_48,0.035472,0.000419,0.005472,0.03,True,True,-0.027235,0.032595,0.0,0.0,0.016858,0.229939,0.313482,0.020894,0,,
43637,Acute rhinosinusitis,learned_worthiness_no_rag,0.3,2028,10,verify,4,E_56,0.050271,0.000558,0.020271,0.03,True,True,-0.030446,-0.012565,0.0,0.0,0.022335,0.058351,0.313482,0.020894,0,,
43637,Acute rhinosinusitis,learned_worthiness_no_rag,0.3,2028,10,verify,7,E_212,0.036504,7.6e-05,0.006504,0.03,True,True,-0.02874,0.00491,0.0,0.0,0.006584,0.133828,0.313482,0.020894,0,,
43637,Acute rhinosinusitis,learned_worthiness_no_rag,0.3,2028,10,verify,0,E_53,0.000894,0.000142,-0.029106,0.03,False,True,-0.027422,-0.029575,0.0,0.0,0.000153,0.001614,0.313482,0.020894,0,,
97228,Acute rhinosinusitis,heuristic_verify,0.2,2027,2,new,1,E_41,,,,,,,,,,,0.012768,,,,0,,
97228,Acute rhinosinusitis,heuristic_verify,0.2,2027,3,new,2,E_201,,,,,,,,,,,0.043733,,,,0,,
97228,Acute rhinosinusitis,heuristic_verify,0.2,2027,3,new,1,E_41,,,,,,,,,,,0.009703,,,,0,,
97228,Acute rhinosinusitis,heuristic_verify,0.2,2027,4,new,2,E_201,,,,,,,,,,,0.05826,,,,0,,
97228,Acute rhinosinusitis,heuristic_verify,0.2,2027,4,new,3,E_9,,,,,,,,,,,0.014174,,,,0,,
97228,Acute rhinosinusitis,heuristic_verify,0.2,2027,4,new,1,E_41,,,,,,,,,,,0.013027,,,,0,,
97228,Acute rhinosinusitis,heuristic_verify,0.2,2027,5,new,2,E_201,,,,,,,,,,,0.069122,,,,0,,
97228,Acute rhinosinusitis,heuristic_verify,0.2,2027,5,new,3,E_9,,,,,,,,,,,0.018199,,,,0,,
97228,Acute rhinosinusitis,heuristic_verify,0.2,2027,5,new,1,E_41,,,,,,,,,,,0.016731,,,,0,,
97228,Acute rhinosinusitis,heuristic_verify,0.2,2027,5,new,4,E_212,,,,,,,,,,,0.011811,,,,0,,
97228,Acute rhinosinusitis,heuristic_verify,0.2,2027,6,new,2,E_201,,,,,,,,,,,0.069122,,,,0,,
97228,Acute rhinosinusitis,heuristic_verify,0.2,2027,6,new,3,E_9,,,,,,,,,,,0.018199,,,,0,,
97228,Acute rhinosinusitis,heuristic_verify,0.2,2027,6,new,1,E_41,,,,,,,,,,,0.016731,,,,0,,
97228,Acute rhinosinusitis,heuristic_verify,0.2,2027,6,new,4,E_212,,,,,,,,,,,0.011811,,,,0,,
97228,Acute rhinosinusitis,heuristic_verify,0.2,2027,7,new,2,E_201,,,,,,,,,,,0.066412,,,,0,,
97228,Acute rhinosinusitis,heuristic_verify,0.2,2027,7,new,3,E_9,,,,,,,,,,,0.022191,,,,0,,
97228,Acute rhinosinusitis,heuristic_verify,0.2,2027,7,new,1,E_41,,,,,,,,,,,0.022183,,,,0,,
97228,Acute rhinosinusitis,heuristic_verify,0.2,2027,7,new,6,E_66,,,,,,,,,,,0.01374,,,,0,,
97228,Acute rhinosinusitis,heuristic_verify,0.2,2027,7,new,4,E_212,,,,,,,,,,,0.008971,,,,0,,
97228,Acute rhinosinusitis,heuristic_verify,0.2,2027,8,new,2,E_201,,,,,,,,,,,0.051736,,,,0,,
97228,Acute rhinosinusitis,heuristic_verify,0.2,2027,8,new,3,E_9,,,,,,,,,,,0.037303,,,,0,,
97228,Acute rhinosinusitis,heuristic_verify,0.2,2027,8,new,7,E_181,,,,,,,,,,,0.028362,,,,0,,
97228,Acute rhinosinusitis,heuristic_verify,0.2,2027,8,new,6,E_66,,,,,,,,,,,0.018872,,,,0,,
97228,Acute rhinosinusitis,heuristic_verify,0.2,2027,8,new,4,E_212,,,,,,,,,,,0.015172,,,,0,,
97228,Acute rhinosinusitis,heuristic_verify,0.2,2027,8,new,1,E_41,,,,,,,,,,,0.010118,,,,0,,
97228,Acute rhinosinusitis,heuristic_verify,0.2,2027,9,new,2,E_201,,,,,,,,,,,0.051736,,,,0,,
97228,Acute rhinosinusitis,heuristic_verify,0.2,2027,9,new,3,E_9,,,,,,,,,,,0.037303,,,,0,,
97228,Acute rhinosinusitis,heuristic_verify,0.2,2027,9,new,7,E_181,,,,,,,,,,,0.028362,,,,0,,
97228,Acute rhinosinusitis,heuristic_verify,0.2,2027,9,new,6,E_66,,,,,,,,,,,0.018872,,,,0,,
97228,Acute rhinosinusitis,heuristic_verify,0.2,2027,9,new,4,E_212,,,,,,,,,,,0.015172,,,,0,,
97228,Acute rhinosinusitis,heuristic_verify,0.2,2027,9,new,1,E_41,,,,,,,,,,,0.010118,,,,0,,
97228,Acute rhinosinusitis,heuristic_verify,0.2,2027,10,new,2,E_201,,,,,,,,,,,0.056639,,,,0,,
97228,Acute rhinosinusitis,heuristic_verify,0.2,2027,10,new,7,E_181,,,,,,,,,,,0.032518,,,,0,,
97228,Acute rhinosinusitis,heuristic_verify,0.2,2027,10,new,6,E_66,,,,,,,,,,,0.02438,,,,0,,
97228,Acute rhinosinusitis,heuristic_verify,0.2,2027,10,new,4,E_212,,,,,,,,,,,0.020134,,,,0,,
97228,Acute rhinosinusitis,heuristic_verify,0.2,2027,10,new,3,E_9,,,,,,,,,,,0.020921,,,,0,,
97228,Acute rhinosinusitis,heuristic_verify,0.2,2027,10,new,1,E_41,,,,,,,,,,,0.013443,,,,0,,
97228,Acute rhinosinusitis,heuristic_verify,0.2,2027,10,new,9,E_88,,,,,,,,,,,0.013601,,,,0,,
97228,Acute rhinosinusitis,heuristic_verify,0.2,2027,11,new,2,E_201,,,,,,,,,,,0.059039,,,,0,,
97228,Acute rhinosinusitis,heuristic_verify,0.2,2027,11,new,7,E_181,,,,,,,,,,,0.033921,,,,0,,
97228,Acute rhinosinusitis,heuristic_verify,0.2,2027,11,new,4,E_212,,,,,,,,,,,0.02101,,,,0,,
97228,Acute rhinosinusitis,heuristic_verify,0.2,2027,11,new,3,E_9,,,,,,,,,,,0.021831,,,,0,,
97228,Acute rhinosinusitis,heuristic_verify,0.2,2027,11,new,6,E_66,,,,,,,,,,,0.023724,,,,0,,
97228,Acute rhinosinusitis,heuristic_verify,0.2,2027,11,new,1,E_41,,,,,,,,,,,0.014031,,,,0,,
97228,Acute rhinosinusitis,heuristic_verify,0.2,2027,11,new,9,E_88,,,,,,,,,,,0.014195,,,,0,,
97228,Acute rhinosinusitis,heuristic_verify,0.2,2027,11,new,10,E_151,,,,,,,,,,,0.001826,,,,0,,
97228,Acute rhinosinusitis,heuristic_verify,0.2,2027,12,new,11,E_144,,,,,,,,,,,0.153425,,,,0,,
97228,Acute rhinosinusitis,heuristic_verify,0.2,2027,12,new,2,E_201,,,,,,,,,,,0.060261,,,,0,,
97228,Acute rhinosinusitis,heuristic_verify,0.2,2027,12,new,3,E_9,,,,,,,,,,,0.058262,,,,0,,
97228,Acute rhinosinusitis,heuristic_verify,0.2,2027,12,new,7,E_181,,,,,,,,,,,0.044882,,,,0,,
97228,Acute rhinosinusitis,heuristic_verify,0.2,2027,12,new,9,E_88,,,,,,,,,,,0.044956,,,,0,,
97228,Acute rhinosinusitis,heuristic_verify,0.2,2027,12,new,1,E_41,,,,,,,,,,,0.016861,,,,0,,
97228,Acute rhinosinusitis,heuristic_verify,0.2,2027,12,new,6,E_66,,,,,,,,,,,0.014141,,,,0,,
97228,Acute rhinosinusitis,heuristic_verify,0.2,2027,12,new,4,E_212,,,,,,,,,,,0.001478,,,,0,,
97228,Acute rhinosinusitis,heuristic_verify,0.2,2027,12,new,10,E_151,,,,,,,,,,,0.000128,,,,0,,
97228,Acute rhinosinusitis,heuristic_verify,0.2,2027,13,verify,11,E_144,,,,,,,,,,,0.217072,,,,1,0,0
97228,Acute rhinosinusitis,heuristic_verify,0.2,2027,13,verify,2,E_201,,,,,,,,,,,0.092074,,,,0,,
97228,Acute rhinosinusitis,heuristic_verify,0.2,2027,13,verify,7,E_181,,,,,,,,,,,0.068967,,,,0,,
97228,Acute rhinosinusitis,heuristic_verify,0.2,2027,13,verify,9,E_88,,,,,,,,,,,0.032485,,,,0,,
97228,Acute rhinosinusitis,heuristic_verify,0.2,2027,13,verify,3,E_9,,,,,,,,,,,0.02731,,,,0,,
97228,Acute rhinosinusitis,heuristic_verify,0.2,2027,13,verify,1,E_41,,,,,,,,,,,0.026181,,,,0,,
97228,Acute rhinosinusitis,heuristic_verify,0.2,2027,13,verify,12,E_189,,,,,,,,,,,0.022931,,,,0,,
97228,Acute rhinosinusitis,heuristic_verify,0.2,2027,13,verify,6,E_66,,,,,,,,,,,0.021978,,,,0,,
97228,Acute rhinosinusitis,heuristic_verify,0.2,2027,13,verify,4,E_212,,,,,,,,,,,0.002307,,,,0,,
97228,Acute rhinosinusitis,heuristic_verify,0.2,2027,13,verify,10,E_151,,,,,,,,,,,0.000199,,,,0,,
97228,Acute rhinosinusitis,model_based_vbayes_verify,0.2,2027,2,stop,1,E_41,,,,,,,-0.024706,0.025205,,,0.012768,0.206337,0.340328,-0.002471,0,,
97228,Acute rhinosinusitis,learned_worthiness_full_rag,0.2,2027,2,stop,1,E_41,-0.00677,0.000433,-0.03677,0.03,False,True,-0.024706,0.025205,0.0,0.0,0.012768,0.206337,0.340328,-0.002471,0,,
97228,Acute rhinosinusitis,learned_worthiness_no_rag,0.2,2027,2,stop,1,E_41,-0.009074,0.000683,-0.039074,0.03,False,True,-0.024706,0.025205,0.0,0.0,0.012768,0.206337,0.340328,-0.002471,0,,
43637,Acute rhinosinusitis,heuristic_verify,0.2,2028,9,verify,8,E_181,,,,,,,,,,,0.554055,,,,1,0,0
43637,Acute rhinosinusitis,heuristic_verify,0.2,2028,9,verify,7,E_212,,,,,,,,,,,0.883467,,,,0,,
43637,Acute rhinosinusitis,heuristic_verify,0.2,2028,9,verify,3,E_41,,,,,,,,,,,0.040991,,,,0,,
43637,Acute rhinosinusitis,heuristic_verify,0.2,2028,9,verify,4,E_56,,,,,,,,,,,0.031574,,,,0,,
43637,Acute rhinosinusitis,heuristic_verify,0.2,2028,9,verify,2,E_129,,,,,,,,,,,0.012388,,,,0,,
43637,Acute rhinosinusitis,heuristic_verify,0.2,2028,9,verify,1,E_58,,,,,,,,,,,0.022245,,,,0,,
43637,Acute rhinosinusitis,heuristic_verify,0.2,2028,9,verify,5,E_59,,,,,,,,,,,0.021545,,,,0,,
43637,Acute rhinosinusitis,heuristic_verify,0.2,2028,9,verify,6,E_124,,,,,,,,,,,0.002837,,,,0,,
43637,Acute rhinosinusitis,heuristic_verify,0.2,2028,9,verify,0,E_53,,,,,,,,,,,7.4e-05,,,,0,,
43637,Acute rhinosinusitis,model_based_vbayes_verify,0.2,2028,1,new,0,E_53,,,,,,,-0.031425,0.032119,,,0.013045,0.232337,0.402582,0.007103,0,,
43637,Acute rhinosinusitis,model_based_vbayes_verify,0.2,2028,2,new,1,E_58,,,,,,,-0.029405,-0.000698,,,0.026195,0.099759,0.331383,0.013908,0,,
43637,Acute rhinosinusitis,model_based_vbayes_verify,0.2,2028,2,new,0,E_53,,,,,,,-0.027588,-0.028929,,,0.000269,0.004138,0.331383,0.013908,0,,
43637,Acute rhinosinusitis,model_based_vbayes_verify,0.2,2028,3,new,1,E_58,,,,,,,-0.029066,-0.010875,,,0.024727,0.06353,0.340344,0.034091,0,,
43637,Acute rhinosinusitis,model_based_vbayes_verify,0.2,2028,3,new,2,E_129,,,,,,,-0.030438,0.007749,,,0.007107,0.144452,0.340344,0.034091,0,,
43637,Acute rhinosinusitis,model_based_vbayes_verify,0.2,2028,3,new,0,E_53,,,,,,,-0.027745,-0.028919,,,0.000267,0.004178,0.340344,0.034091,0,,
43637,Acute rhinosinusitis,model_based_vbayes_verify,0.2,2028,4,new,3,E_41,,,,,,,-0.023677,0.036525,,,0.017029,0.244471,0.370572,0.008455,0,,
43637,Acute rhinosinusitis,model_based_vbayes_verify,0.2,2028,4,new,1,E_58,,,,,,,-0.029397,-0.003868,,,0.025027,0.088878,0.370572,0.008455,0,,
43637,Acute rhinosinusitis,model_based_vbayes_verify,0.2,2028,4,new,2,E_129,,,,,,,-0.029285,0.020552,,,0.010044,0.19128,0.370572,0.008455,0,,
43637,Acute rhinosinusitis,model_based_vbayes_verify,0.2,2028,4,new,0,E_53,,,,,,,-0.027695,-0.028494,,,0.000344,0.005836,0.370572,0.008455,0,,
43637,Acute rhinosinusitis,model_based_vbayes_verify,0.2,2028,5,new,4,E_56,,,,,,,-0.030043,0.054158,,,0.033954,0.288847,0.46085,0.023573,0,,
43637,Acute rhinosinusitis,model_based_vbayes_verify,0.2,2028,5,new,3,E_41,,,,,,,-0.020788,0.048025,,,0.023233,0.279736,0.46085,0.023573,0,,
43637,Acute rhinosinusitis,model_based_vbayes_verify,0.2,2028,5,new,2,E_129,,,,,,,-0.029637,0.03503,,,0.013776,0.24256,0.46085,0.023573,0,,
43637,Acute rhinosinusitis,model_based_vbayes_verify,0.2,2028,5,new,1,E_58,,,,,,,-0.027736,-0.007534,,,0.021656,0.077155,0.46085,0.023573,0,,
43637,Acute rhinosinusitis,model_based_vbayes_verify,0.2,2028,5,new,0,E_53,,,,,,,-0.027364,-0.029696,,,0.000101,0.001157,0.46085,0.023573,0,,
43637,Acute rhinosinusitis,model_based_vbayes_verify,0.2,2028,6,new,4,E_56,,,,,,,-0.031789,0.07098,,,0.038245,0.342202,0.322636,0.028894,0,,
43637,Acute rhinosinusitis,model_based_vbayes_verify,0.2,2028,6,new,3,E_41,,,,,,,-0.018743,0.054431,,,0.028493,0.296464,0.322636,0.028894,0,,
43637,Acute rhinosinusitis,model_based_vbayes_verify,0.2,2028,6,new,2,E_129,,,,,,,-0.031167,0.037237,,,0.014394,0.250197,0.322636,0.028894,0,,
43637,Acute rhinosinusitis,model_based_vbayes_verify,0.2,2028,6,new,5,E_59,,,,,,,-0.031488,0.001297,,,0.02538,0.107454,0.322636,0.028894,0,,
43637,Acute rhinosinusitis,model_based_vbayes_verify,0.2,2028,6,new,1,E_58,,,,,,,-0.028275,-0.014768,,,0.02273,0.05011,0.322636,0.028894,0,,
43637,Acute rhinosinusitis,model_based_vbayes_verify,0.2,2028,6,new,0,E_53,,,,,,,-0.027422,-0.029724,,,0.000101,0.001043,0.322636,0.028894,0,,
43637,Acute rhinosinusitis,model_based_vbayes_verify,0.2,2028,7,new,3,E_41,,,,,,,-0.015845,0.058932,,,0.036114,0.302994,0.334721,0.065172,0,,
43637,Acute rhinosinusitis,model_based_vbayes_verify,0.2,2028,7,new,4,E_56,,,,,,,-0.031944,0.053464,,,0.034849,0.285355,0.334721,0.065172,0,,
43637,Acute rhinosinusitis,model_based_vbayes_verify,0.2,2028,7,new,5,E_59,,,,,,,-0.033233,0.008096,,,0.025667,0.131951,0.334721,0.065172,0,,
43637,Acute rhinosinusitis,model_based_vbayes_verify,0.2,2028,7,new,2,E_129,,,,,,,-0.031423,0.034087,,,0.013698,0.23907,0.334721,0.065172,0,,
43637,Acute rhinosinusitis,model_based_vbayes_verify,0.2,2028,7,new,6,E_124,,,,,,,-0.031389,0.02164,,,0.011259,0.194249,0.334721,0.065172,0,,
43637,Acute rhinosinusitis,model_based_vbayes_verify,0.2,2028,7,new,1,E_58,,,,,,,-0.028986,-0.012082,,,0.022243,0.060166,0.334721,0.065172,0,,
43637,Acute rhinosinusitis,model_based_vbayes_verify,0.2,2028,7,new,0,E_53,,,,,,,-0.027512,-0.029753,,,9.4e-05,0.000931,0.334721,0.065172,0,,
43637,Acute rhinosinusitis,model_based_vbayes_verify,0.2,2028,8,new,7,E_212,,,,,,,-0.176794,0.26918,,,0.151567,0.729748,0.173077,0.014156,0,,
43637,Acute rhinosinusitis,model_based_vbayes_verify,0.2,2028,8,new,4,E_56,,,,,,,-0.041518,-0.020981,,,0.024808,0.026718,0.173077,0.014156,0,,
43637,Acute rhinosinusitis,model_based_vbayes_verify,0.2,2028,8,new,5,E_59,,,,,,,-0.039969,-0.023623,,,0.020431,0.018263,0.173077,0.014156,0,,
43637,Acute rhinosinusitis,model_based_vbayes_verify,0.2,2028,8,new,1,E_58,,,,,,,-0.025678,-0.02639,,,0.023992,0.007215,0.173077,0.014156,0,,
43637,Acute rhinosinusitis,model_based_vbayes_verify,0.2,2028,8,new,3,E_41,,,,,,,-0.05088,-0.015541,,,0.00253,0.056249,0.173077,0.014156,0,,
43637,Acute rhinosinusitis,model_based_vbayes_verify,0.2,2028,8,new,2,E_129,,,,,,,-0.039134,-0.024292,,,0.000949,0.022312,0.173077,0.014156,0,,
43637,Acute rhinosinusitis,model_based_vbayes_verify,0.2,2028,8,new,6,E_124,,,,,,,-0.03728,-0.025309,,,0.00078,0.018339,0.173077,0.014156,0,,
43637,Acute rhinosinusitis,model_based_vbayes_verify,0.2,2028,8,new,0,E_53,,,,,,,-0.029022,-0.029966,,,3.1e-05,0.000117,0.173077,0.014156,0,,
43637,Acute rhinosinusitis,model_based_vbayes_verify,0.2,2028,9,verify,8,E_181,,,,,,,0.141589,0.515694,,,0.554055,0.666346,0.342134,0.08597,1,0,0
43637,Acute rhinosinusitis,model_based_vbayes_verify,0.2,2028,9,verify,7,E_212,,,,,,,0.015591,0.291154,,,0.883467,0.278756,0.342134,0.08597,0,,
43637,Acute rhinosinusitis,model_based_vbayes_verify,0.2,2028,9,verify,3,E_41,,,,,,,-0.017415,0.057731,,,0.040991,0.293008,0.342134,0.08597,0,,
43637,Acute rhinosinusitis,model_based_vbayes_verify,0.2,2028,9,verify,4,E_56,,,,,,,-0.035875,0.034012,,,0.031574,0.220156,0.342134,0.08597,0,,
43637,Acute rhinosinusitis,model_based_vbayes_verify,0.2,2028,9,verify,2,E_129,,,,,,,-0.033943,0.029081,,,0.012388,0.221497,0.342134,0.08597,0,,
43637,Acute rhinosinusitis,model_based_vbayes_verify,0.2,2028,9,verify,1,E_58,,,,,,,-0.027103,-0.01327,,,0.022245,0.055801,0.342134,0.08597,0,,
43637,Acute rhinosinusitis,model_based_vbayes_verify,0.2,2028,9,verify,5,E_59,,,,,,,-0.030051,-0.017139,,,0.021545,0.041837,0.342134,0.08597,0,,
43637,Acute rhinosinusitis,model_based_vbayes_verify,0.2,2028,9,verify,6,E_124,,,,,,,-0.031481,-0.013683,,,0.002837,0.063424,0.342134,0.08597,0,,
43637,Acute rhinosinusitis,model_based_vbayes_verify,0.2,2028,9,verify,0,E_53,,,,,,,-0.027652,-0.029827,,,7.4e-05,0.000649,0.342134,0.08597,0,,
43637,Acute rhinosinusitis,learned_worthiness_full_rag,0.2,2028,1,new,0,E_53,0.000692,2.2e-05,-0.029308,0.03,False,True,-0.031425,0.032119,0.947368,0.012359,0.013045,0.232337,0.402582,0.007103,0,,
43637,Acute rhinosinusitis,learned_worthiness_full_rag,0.2,2028,2,new,1,E_58,-0.017222,1.5e-05,-0.047222,0.03,False,True,-0.029405,-0.000698,0.571429,0.014969,0.026195,0.099759,0.331383,0.013908,0,,
43637,Acute rhinosinusitis,learned_worthiness_full_rag,0.2,2028,2,new,0,E_53,-0.013474,1.3e-05,-0.043474,0.03,False,True,-0.027588,-0.028929,0.888889,0.000239,0.000269,0.004138,0.331383,0.013908,0,,
43637,Acute rhinosinusitis,learned_worthiness_full_rag,0.2,2028,3,new,1,E_58,-0.01322,1.8e-05,-0.04322,0.03,False,True,-0.029066,-0.010875,0.571429,0.01413,0.024727,0.06353,0.340344,0.034091,0,,
43637,Acute rhinosinusitis,learned_worthiness_full_rag,0.2,2028,3,new,2,E_129,-0.008681,7e-06,-0.038681,0.03,False,True,-0.030438,0.007749,0.0,0.0,0.007107,0.144452,0.340344,0.034091,0,,
43637,Acute rhinosinusitis,learned_worthiness_full_rag,0.2,2028,3,new,0,E_53,-0.005095,3.4e-05,-0.035095,0.03,False,True,-0.027745,-0.028919,0.947368,0.000253,0.000267,0.004178,0.340344,0.034091,0,,
43637,Acute rhinosinusitis,learned_worthiness_full_rag,0.2,2028,4,new,3,E_41,-0.004024,0.001785,-0.034024,0.03,False,True,-0.023677,0.036525,0.0,0.0,0.017029,0.244471,0.370572,0.008455,0,,
43637,Acute rhinosinusitis,learned_worthiness_full_rag,0.2,2028,4,new,1,E_58,-0.009617,0.000156,-0.039617,0.03,False,True,-0.029397,-0.003868,0.666667,0.016685,0.025027,0.088878,0.370572,0.008455,0,,
43637,Acute rhinosinusitis,learned_worthiness_full_rag,0.2,2028,4,new,2,E_129,-0.003754,0.000329,-0.033754,0.03,False,True,-0.029285,0.020552,0.0,0.0,0.010044,0.19128,0.370572,0.008455,0,,
